StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,psy251,drawing1_response,drawing_2 response,drawing3_response,drawing4_response,drawing1alt_response,drawing2alt_response,drawing3alt_response,drawing4alt_response,mood_1,mood_2,mood_3,mood_4,mood_5,mood_6,mood_7,mood_8,mood_9,mood_10,mood_11,mood_12,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,ratings_6,ratings_7,ratings_8,ratings_9,ratings_10,ratings_11,ratings_12,ratings_13,ratings_14,ratings_15,gender,ethnicity,age
2025-12-04 19:20:33,2025-12-04 19:28:38,IP Address,100,484,TRUE,2025-12-04 19:28:38,R_1QctnsEzQNHpkCt,,,,,anonymous,EN,I understand,"I see a crescent moon facing downwards, with another tiny moon a bit below the 'forehead' of it.","I see a liquified man gazing upwards, stuck in a tall glass, in what seems to be shock or agony.","I see a strange looking polar bear, or maybe some other creature, which is smiling at the viewer. His eyebrows are pointed, and his lips resemble stitches on a shirt.","I see a hefty man, who looks annoyed or angry. ",,,,,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Slightly,Not at all,Very Much,Moderately,Moderately,Very Much,Not at all,Very Much,Very Much,Very Much,Moderately,Very Much,Moderately,Very Much,Not at all,Not at all,Moderately,Slightly,Female,"Latino / Hispanic American,South Asian / South Asian American",27
2025-12-04 19:14:05,2025-12-04 19:29:31,IP Address,100,926,TRUE,2025-12-04 19:29:32,R_51R62YpWBTjdewI,,,,,anonymous,EN,I understand,"I see a moon with a face looking downward. The nose is pointed downward. It has a brow line above the nose, and a small mouth. I also see a face where the cutout of the moon is, but the face is the blue part. The eye of the face is the small yellow crescent that's smaller than the moon shape. The eye looks sad (downturned) and the person looks like they are crying or wailing from the downturned shape of the mouth. The face is tilted upward as if it is looking up at the sky.","I see a tall glass that curves inward. It looks like the glass has foam on top and that the drink, based on the color and foam may be beer. The two white circles look like foam that has spilled on the outside of the glass. ","I see a vase with two blue leaves poking out of the top of the vase. The leaves are going in opposite directions. The line under the vase looks like it could be the edge of the rug. The two triangles above the leaves could be patterns on the rug.
 I also see a face. The vase looking shape in the middle would be the nose, the ribbon looking shape at the bottom would be a creepy smile. What I described earlier as leaves would be eyes. The two triangles at the top of the image would be the eyebrows. The face resembles a creepy clown.","I see a mans head. He looks disgruntled. His mouth is downturned. He's scrunching his nose a little. His eyes are small and scrunched. I see one ear. I see hair on top of his head. His hair is puffed up to the right side and it's more slicked downward to the left. His head also looks like it's somewhat in the shape of a teapot, with his puffed hair acting as a spout, and his ear acting as a handle.",,,,,Moderately,Moderately,Moderately,Slightly,Slightly,Slightly,Very Much,Slightly,Slightly,Slightly,Not at all,Very Much,Slightly,Slightly,Moderately,Moderately,Very Much,Slightly,Very Much,Very Much,Extremely,Extremely,Very Much,Slightly,Very Much,Extremely,Slightly,Female,Caucasian / European American,30
2025-12-04 19:24:10,2025-12-04 19:29:44,IP Address,100,333,TRUE,2025-12-04 19:29:44,R_72W3CG1zrrWB4h8,,,,,anonymous,EN,I understand,I see a man with a long nose and a receded chin looking downwards. His hair is king of long and flopping over towards his forehead. This is all I see.,I see a weird shaped glass filled up near to the top with some orange substance. There is also three little white dots in the orange substance. There is also a black background.,I see a persons face. The triangles at the top look like their eyebrows. It kind of looks like an asian person to me to be honest.,I see a man with a long tuft of hair on one side and short hair on the other side. He looks serious and almost kind of angry. He has a big nose and I defined chin.,,,,,Slightly,Slightly,Slightly,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Slightly,Slightly,Slightly,Not at all,Not at all,Not at all,Very Much,Not at all,Slightly,Moderately,Slightly,Very Much,Slightly,Moderately,Not at all,Not at all,Not at all,Not at all,Male,Caucasian / European American,19
2025-12-04 19:27:23,2025-12-04 19:30:05,IP Address,100,161,TRUE,2025-12-04 19:30:05,R_5U0eFnS819UigpP,,,,,anonymous,EN,I understand,I see half a moon and a person with their head tilted back sleeping,I see a pint of beer,I see a flower vase in the shape of the face of a cat,I see a fat man's face,,,,,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Slightly,Moderately,Moderately,Moderately,Very Much,Slightly,Very Much,Moderately,Moderately,Slightly,Very Much,Moderately,Very Much,Moderately,Very Much,Very Much,Moderately,Female,Caucasian / European American,24
2025-12-04 19:25:12,2025-12-04 19:32:09,IP Address,100,416,TRUE,2025-12-04 19:32:09,R_3Eu5UVA2XUbgUA9,,,,,anonymous,EN,I understand,,,,,a moon face,a pint of beer,a vase with flowers,a face of a man,Very Much,Slightly,Moderately,Slightly,Very Much,Not at all,Moderately,Slightly,Slightly,Very Much,Not at all,Moderately,Moderately,Moderately,Slightly,Not at all,Slightly,Slightly,Slightly,Slightly,Slightly,Moderately,Moderately,Not at all,Slightly,Moderately,Moderately,Female,East Asian / East Asian American,28
2025-12-04 19:31:24,2025-12-04 19:32:56,IP Address,100,92,TRUE,2025-12-04 19:32:57,R_1jxjuOXGQoWdQ7m,,,,,anonymous,EN,I understand,,,,,Cresent moon ,Beer ,"vase
",Phil,Very Much,Very Much,Moderately,Moderately,Very Much,Very Much,Very Much,Very Much,Extremely,Extremely,Very Much,Extremely,Moderately,Moderately,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Moderately,Moderately,Moderately,Moderately,Very Much,Very Much,Male,Caucasian / European American,27
2025-12-04 19:29:57,2025-12-04 19:33:04,IP Address,100,186,TRUE,2025-12-04 19:33:04,R_3S4vDQTHW5Ab94J,,,,,anonymous,EN,I understand,,,,,Moon with a face,A face with something falling out of its mouth ,A vase with plants in it ,A person making a funny face,Slightly,Moderately,Slightly,Moderately,Moderately,Slightly,Slightly,Very Much,Not at all,Slightly,Moderately,Very Much,Moderately,Very Much,Very Much,Slightly,Moderately,Moderately,Moderately,Slightly,Extremely,Moderately,Moderately,Not at all,Not at all,Very Much,Moderately,Female,Caucasian / European American,24
2025-12-04 19:31:50,2025-12-04 19:33:46,IP Address,100,115,TRUE,2025-12-04 19:33:46,R_1ZWxyR8pPWbsK6D,,,,,anonymous,EN,I understand,man in the moon,orange beer,polar bear or vase,man's face,,,,,Very Much,Slightly,Very Much,Slightly,Very Much,Slightly,Moderately,Not at all,Not at all,Moderately,Not at all,Very Much,Moderately,Moderately,Moderately,Not at all,Moderately,Slightly,Slightly,Slightly,Slightly,Moderately,Moderately,Slightly,Slightly,Moderately,Moderately,Female,Black / African American,22
2025-12-04 19:22:47,2025-12-04 19:34:53,IP Address,100,725,TRUE,2025-12-04 19:34:53,R_7flxNQkjunAJb5Y,,,,,anonymous,EN,I understand,I see the moon with a nose looking down while sitting in a dark sky ,I see a glass of beer with foam at the top ,I see a vase with two leaves coming out it sitting on a table ,I see an older man who is upset ,,,,,Very Much,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Not at all,Moderately,Not at all,Very Much,Moderately,Moderately,Moderately,Not at all,Very Much,Very Much,Moderately,Slightly,Slightly,Slightly,Slightly,Moderately,Very Much,Very Much,Very Much,Female,Latino / Hispanic American,29
2025-12-04 19:30:20,2025-12-04 19:35:24,IP Address,100,303,TRUE,2025-12-04 19:35:24,R_7et6m74BCo5UafT,,,,,anonymous,EN,I understand,"I kind of see two variants of a moon, if that makes sense? I see, obviously, the colors are meant to symbolize the night sky. The upper left yellow thing is supposed to look like a moon while also being a silhouette outline for someone's face that it makes, and the negative space with the blue stuff. And then for the eye, you use a smaller sliver of a moon. I don't know the exact moon name that it's called, but that's what they're doing here to make it. The person's mouth is slightly agape, and it looks like they're kind of snoring.",I think this is supposed to be a curved inward beer pitcher of some kind. I can tell via the fuzz and the bubbles. I also think orange is a color that's kind of synonymous with beer. The shape is interesting. I think it's a combination of an hourglass and a glass of beer. The black in the background is pretty aggressive and harsh in comparison to the rest of the image. ,"I sort of see a vase on the bottom, and then I don't know what it's standing on. It seems odd. I think the two little plants coming out of the vase are supposed to represent eyes, and then the things above it are eyebrows, so it's kind of creating an abstract face with a vase. That rhymes. The background kind of feels like a parchment color.","I see a really grumpy guy who's drawn in sort of pixel art. It's not pixel art necessarily because it looks like someone just took the paintbrush tool in Microsoft Paint and used it or something like that. His hair is very flamboyant and reaching upwards, but his face is very clear that it's disapproving of something it's looking at. ",,,,,Very Much,Slightly,Very Much,Not at all,Very Much,Not at all,Moderately,Not at all,Not at all,Very Much,Not at all,Very Much,Moderately,Moderately,Very Much,Not at all,Moderately,Very Much,Moderately,Moderately,Moderately,Slightly,Very Much,Slightly,Moderately,Very Much,Very Much,Male,Caucasian / European American,19
2025-12-04 19:33:38,2025-12-04 19:35:31,IP Address,100,112,TRUE,2025-12-04 19:35:31,R_5jgmG1o1dYETYrf,,,,,anonymous,EN,I understand,A woman with her eyes closed and mouth open,Beer cup,A vase with two fishes jumping out,Grumpy man,,,,,Very Much,Moderately,Slightly,Very Much,Slightly,Very Much,Very Much,Not at all,Not at all,Slightly,Not at all,Extremely,Slightly,Not at all,Very Much,Slightly,Slightly,Not at all,Very Much,Not at all,Not at all,Not at all,Moderately,Not at all,Very Much,Slightly,Not at all,Female,Latino / Hispanic American,24
2025-12-04 19:31:17,2025-12-04 19:37:48,IP Address,100,390,TRUE,2025-12-04 19:37:48,R_6tdYvFEsRd0cYXn,,,,,anonymous,EN,I understand,,,,,A half moon that has a man's face with a long nose facing downwards indicating sadness.,A glass that has some liquid in orange with some bubbles on it.,A flower vase that has beautiful flowers in it.,A kettle that has has drawings suggesting a sad face.,Extremely,Not at all,Extremely,Not at all,Extremely,Not at all,Extremely,Not at all,Not at all,Very Much,Not at all,Very Much,Very Much,Very Much,Extremely,Not at all,Very Much,Extremely,Extremely,Extremely,Extremely,Moderately,Moderately,Very Much,Slightly,Very Much,Very Much,Male,Caucasian / European American,24
2025-12-04 19:32:46,2025-12-04 19:37:49,IP Address,100,303,TRUE,2025-12-04 19:37:50,R_7hleRSRQnwwhRmN,,,,,anonymous,EN,I understand,A face on a moon,A beverage of some sort ,A vase ,A face ,,,,,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Not at all,Moderately,Not at all,Not at all,Slightly,Not at all,Very Much,Moderately,Very Much,Not at all,Not at all,Slightly,Moderately,Very Much,Very Much,Very Much,Very Much,Not at all,Not at all,Moderately,Very Much,Male,Black / African American,21
2025-12-04 19:29:47,2025-12-04 19:37:51,IP Address,100,484,TRUE,2025-12-04 19:37:51,R_7HN7Q4B4OydDJqy,,,,,anonymous,EN,I understand,,,,,"a waning moon with the side profile of a face on the concave side, and also the profile of a face in the negative/dark space of the moon, facing the other way, with the mouth open. the yellow part also resembles some kind of marine mammal to me",a full glass of beer with froth at the top,"a vase with leaves coming out the top. also maybe see some kind of face? the top things look like eyebrows, then the leaves mentioned before kind of look like eyes. the vase also looks like a woman's dress, on a very curvy body",a grumpy man,Not at all,Moderately,Not at all,Very Much,Not at all,Very Much,Not at all,Moderately,Slightly,Not at all,Slightly,Not at all,Moderately,Moderately,Moderately,Slightly,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Very Much,Not at all,Slightly,Slightly,Slightly,Female,Latino / Hispanic American,28
2025-12-04 19:31:45,2025-12-04 19:37:59,IP Address,100,374,TRUE,2025-12-04 19:37:59,R_7F5uKFUSMvV14Eu,,,,,anonymous,EN,I understand,,,,,A person with a deformed nose and their mouth opened with their head tilted upwards. A moon with a very large nose and tiny mouth.,A lava lamp or possibly a cup of foamy beer. Or just white and orange liquid in a odd shape.,"Kind of looks like it could be a face with pointed eyebrows, slanted eyes, and a creepy grin. Also looks like a vase with leaves coming out of it.",At first it looks like a angry man with a large nose and black hair with a curl in the front. Then it looks like two people who are possibly nude hugging while sitting.,Very Much,Not at all,Moderately,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Slightly,Not at all,Moderately,Extremely,Extremely,Extremely,Not at all,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Not at all,Not at all,Extremely,Extremely,Female,Caucasian / European American,24
2025-12-04 19:17:38,2025-12-04 19:37:59,IP Address,100,1221,TRUE,2025-12-04 19:38:00,R_6eq6UBdDKV1dZll,,,,,anonymous,EN,I understand,A person sleeping with their mouth open set against a moon.,An orange slushie in an hourglass cup against a black background.,A blue pot with a plant in it.,A man with a long face and black short hair.,,,,,Slightly,Very Much,Slightly,Very Much,Slightly,Very Much,Not at all,Very Much,Moderately,Not at all,Slightly,Not at all,Slightly,Slightly,Moderately,Slightly,Moderately,Slightly,Slightly,Moderately,Very Much,Slightly,Moderately,Not at all,Slightly,Slightly,Moderately,Female,Caucasian / European American,26
2025-12-04 19:34:37,2025-12-04 19:38:39,IP Address,100,241,TRUE,2025-12-04 19:38:39,R_6l0tNiPcuOU2W4n,,,,,anonymous,EN,I understand,I see a moon but also a face shadow,A beer with foam,a vase with stuff coming out of it,A man's face,,,,,Slightly,Moderately,Slightly,Moderately,Slightly,Very Much,Slightly,Moderately,Moderately,Slightly,Slightly,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Slightly,Moderately,Moderately,Moderately,Moderately,Female,"Caucasian / European American,East Asian / East Asian American",30
2025-12-04 19:34:03,2025-12-04 19:39:10,IP Address,100,307,TRUE,2025-12-04 19:39:10,R_6kvPjQfoJmRPvff,,,,,anonymous,EN,I understand,,,,,I see a crescent moon in the night sky with human face like features such as a large nose and the outline of a mouth. ,A tall glass of beer frothing and overflowing at the top. ,"A vase with leaves sticking out the top, or perhaps a strange face of some kind.",I see the distorted face of a man with a pompadour haircut and a big nose with a smirking mouth.,Moderately,Not at all,Very Much,Not at all,Moderately,Not at all,Moderately,Not at all,Not at all,Slightly,Not at all,Moderately,Moderately,Moderately,Moderately,Slightly,Moderately,Slightly,Slightly,Slightly,Slightly,Not at all,Moderately,Slightly,Very Much,Moderately,Moderately,Male,Caucasian / European American,26
2025-12-04 19:36:56,2025-12-04 19:39:46,IP Address,100,170,TRUE,2025-12-04 19:39:47,R_1pO15LOIY83kYFz,,,,,anonymous,EN,I understand,,,,,I see a full moon with the shadow of a face in front of it,I see glass of beer or root beer,I see a vase of flowers with mountains in the background,I see a guy's face and hair ,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Not at all,Moderately,Not at all,Slightly,Moderately,Moderately,Moderately,Slightly,Moderately,Moderately,Slightly,Moderately,Slightly,Slightly,Slightly,Moderately,Moderately,Slightly,Moderately,Male,Caucasian / European American,26
2025-12-04 19:37:54,2025-12-04 19:39:54,IP Address,100,119,TRUE,2025-12-04 19:39:55,R_5D58w8gmAVI1usy,,,,,anonymous,EN,I understand,moon,peaker,vase,man,,,,,Moderately,Not at all,Moderately,Not at all,Slightly,Moderately,Moderately,Not at all,Not at all,Slightly,Not at all,Slightly,Very Much,Very Much,Extremely,Slightly,Very Much,Extremely,Not at all,Moderately,Slightly,Moderately,Not at all,Not at all,Moderately,Very Much,Very Much,Female,South Asian / South Asian American,28
2025-12-04 19:35:25,2025-12-04 19:40:26,IP Address,100,300,TRUE,2025-12-04 19:40:26,R_5lXOLBMQ39U2SBj,,,,,anonymous,EN,I understand,,,,,I see a long nosed moon as well as an opened mouth person's side profile,It resembles both a frothy beverage and a side profile looking down speaking or spitting ,A vase or a large mammal's face such as a tiger or bear ,A stern looking face or a two people holding each other ,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Moderately,Slightly,Not at all,Not at all,Not at all,Moderately,Very Much,Very Much,Very Much,Not at all,Very Much,Moderately,Very Much,Moderately,Moderately,Slightly,Moderately,Slightly,Slightly,Very Much,Very Much,Non-binary / third gender,Caucasian / European American,27
2025-12-04 19:38:23,2025-12-04 19:40:34,IP Address,100,130,TRUE,2025-12-04 19:40:34,R_3hSVdBKehlpJ0oM,,,,,anonymous,EN,I understand,,,,,A moon with a face,An alcoholic drink,A Pandas face,Fred Flinstone,Moderately,Slightly,Very Much,Slightly,Moderately,Slightly,Moderately,Slightly,Slightly,Moderately,Slightly,Moderately,Moderately,Moderately,Very Much,Slightly,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Very Much,Slightly,Slightly,Very Much,Very Much,Male,Caucasian / European American,26
2025-12-04 19:21:20,2025-12-04 19:41:46,IP Address,100,1225,TRUE,2025-12-04 19:41:46,R_1ou7ICtE97bt67w,,,,,anonymous,EN,I understand,,,,,I think a see a moon with a human nose. I also se maybe a person opening there mouth with a yellow background behind them. ,"A see some sort of science beaker, or maybe a fancy drink. A slim cup with some fanta orange. A tower of some sort.",A unique plant vase holding a unique plant. Maybe some sort of mask. In the bottom it looks like the hands of a some sort of insect creature. ,A see a man maybe some sort of boss. A character from a diary of a wimpy kid book.  A person trying to be superman. A game show host or a host of any kind.,Extremely,Not at all,Extremely,Not at all,Extremely,Not at all,Very Much,Not at all,Not at all,Very Much,Not at all,Extremely,Very Much,Very Much,Extremely,Not at all,Very Much,Very Much,Very Much,Very Much,Extremely,Not at all,Very Much,Not at all,Not at all,Very Much,Very Much,Male,Latino / Hispanic American,27
